V1
-0.069
-0.064
-0.058
-0.05
-0.045
-0.036
-0.029
-0.023
-0.015
-0.05
-0.075
-0.064
-0.065
-0.059
-0.055
-0.058
-0.059
-0.065
-0.063
-0.036
0.048
0.031
-0.29
-0.636
-0.672
-0.463
-0.199
-0.054
-0.026
-0.015
-0.011
-0.009
-0.004
-0.001
0.004
0.017
0.01
0.005
0.027
0.035
0.039
0.035
0.018
0.039
0.064
0.059
0.058
0.054
0.055
0.063
0.049
0.028
0.017
0.004
-0.002
-0.009
-0.016
-0.023
-0.029
-0.026
-0.026
-0.022
-0.035
-0.044
-0.032
-0.026
-0.02
-0.015
-0.01
-0.002
-0.002
-0.014
-0.016
-0.009
-0.009
-0.003
0
-0.019
-0.027
-0.024
-0.022
-0.019
-0.021
-0.025
-0.03
-0.034
-0.033
-0.029
-0.027
-0.024
-0.021
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.017
-0.009
-0.001
0.006
0.016
-0.01
-0.038
-0.034
-0.032
-0.029
-0.026
-0.024
-0.041
-0.036
-0.02
0.002
0.09
0.003
-0.367
-0.649
-0.59
-0.338
-0.12
-0.032
-0.011
0.014
0.025
0.038
0.041
0.039
0.042
0.044
0.045
0.047
0.051
0.049
0.047
0.041
0.043
0.072
0.082
0.083
0.098
0.091
0.081
0.073
0.063
0.056
0.045
0.045
0.044
0.036
0.03
0.022
0.017
0.005
-0.006
-0.001
-0.002
-0.004
0.001
0.004
0.008
0.011
0.014
0.015
0.014
0.016
0.014
0.016
0.014
0.005
0.008
0.015
0.019
0.016
0.01
0.007
-0.001
0.005
0.011
0.004
0.005
0.005
0.005
0.005
0.004
0.006
0.002
0.015
0.033
0.024
0.024
0.018
0.014
0.032
0.032
0.012
-0.016
-0.023
-0.009
0.003
0.004
-0.002
-0.001
-0.001
0.017
0.024
0.053
0.106
-0.033
-0.407
-0.639
-0.526
-0.27
-0.073
-0.004
0.034
0.057
0.044
0.062
0.075
0.07
0.065
0.062
0.056
0.058
0.077
0.087
0.084
0.086
0.084
0.093
0.115
0.121
0.132
0.133
0.115
0.107
0.098
0.077
0.061
0.055
0.05
0.044
0.039
0.033
0.03
0.03
0.027
0.025
0.024
0.027
0.023
0.035
0.056
0.05
0.045
0.042
0.037
0.031
0.041
0.05
0.04
0.035
0.027
0.021
0.024
0.024
0.02
0.02
0.02
0.02
0.025
0.025
0.025
0.021
0.02
0.02
0.015
0.01
0.005
0.002
-0.005
-0.002
0.012
0.025
0.033
0.025
0.022
0.015
0.011
0.004
-0.009
0.007
-0.003
-0.012
-0.001
0.004
0.011
0.023
0.101
0.059
-0.266
-0.589
-0.599
-0.355
-0.11
-0.019
0.011
0.043
0.045
0.045
0.045
0.055
0.044
0.034
0.071
0.087
0.084
0.083
0.081
0.078
0.088
0.088
0.088
0.125
0.121
0.105
0.1
0.088
0.081
0.07
0.053
0.037
0.031
0.024
0.016
0.01
-0.004
-0.008
0.009
0.022
0.02
0.02
0.018
0.014
0.015
0.018
0.026
0.032
0.04
0.043
0.04
0.04
0.036
0.035
0.033
0.03
0.029
0.023
0.016
0.013
-0.006
-0.023
-0.016
-0.011
-0.008
-0.002
-0.001
-0.006
-0.009
-0.015
-0.021
-0.02
-0.02
-0.019
-0.021
-0.009
0.013
0.021
0.02
0.017
0.012
0.01
0.005
0.002
-0.003
-0.023
-0.023
-0.011
-0.007
0.005
0.017
0.092
0.036
-0.316
-0.621
-0.605
-0.361
-0.115
-0.007
-0.009
0.004
0.039
0.039
0.04
0.041
0.038
0.051
0.049
0.061
0.083
0.079
0.081
0.08
0.08
0.083
0.087
0.101
0.097
0.094
0.09
0.086
0.083
0.053
0.046
0.05
0.041
0.039
0.034
0.029
0.024
0.011
0.008
0.02
0.019
0.015
0.01
0.015
0.031
0.03
0.03
0.03
0.03
0.028
0.024
0.026
0.021
0.02
0.02
0.015
0.015
0.015
0.015
0.015
0.013
0.009
0.007
0.004
0.001
-0.001
-0.004
-0.005
-0.005
-0.005
-0.005
-0.003
0.001
0.005
0.008
0.014
0.014
0.012
0.008
0.022
0.046
0.012
-0.019
-0.013
-0.012
-0.008
-0.005
-0.006
-0.019
-0.02
-0.002
0.012
0.075
0.113
-0.132
-0.512
-0.648
-0.475
-0.193
-0.025
0.019
0.033
0.044
0.033
0.035
0.056
0.054
0.051
0.048
0.047
0.04
0.064
0.097
0.094
0.095
0.096
0.094
0.096
0.107
0.104
0.093
0.087
0.08
0.089
0.078
0.048
0.037
0.031
0.024
0.018
0.01
0.018
0.027
0.024
0.025
0.025
0.025
0.025
0.015
0.031
0.053
0.046
0.044
0.039
0.036
0.033
0.029
0.031
0.026
0.025
0.025
0.02
0.02
0.019
0.015
0.016
0.012
0.01
0.01
0.01
0.01
0.01
0.017
0.01
0.003
0.006
-0.003
0.004
0.028
0.03
0.023
0.023
0.015
0.017
0.04
0.041
0.03
0.023
0.016
0.003
-0.009
0
0.005
0.009
0.017
0.037
0.036
0.054
0.129
-0.027
-0.409
-0.623
-0.526
-0.244
-0.039
0.014
0.037
0.054
0.055
0.055
0.063
0.066
0.064
0.076
0.081
0.079
0.085
0.084
0.086
0.088
0.093
0.102
0.101
0.115
0.118
0.108
0.104
0.095
0.09
0.081
0.068
0.058
0.051
0.046
0.041
0.035
0.031
0.034
0.035
0.035
0.035
0.035
0.033
0.029
0.031
0.029
0.031
0.04
0.04
0.04
0.037
0.035
0.035
0.03
0.03
0.03
0.03
0.031
0.027
0.025
0.025
0.021
0.02
0.02
0.015
0.01
0.005
0.001
-0.004
-0.003
0.001
0.004
0.008
0.01
0.006
0.001
-0.001
-0.005
-0.01
-0.007
0.006
0.017
0.015
0.01
0.005
0.003
-0.006
0.004
0.026
0.025
0.025
0.026
0.023
0.038
0.107
0.043
-0.307
-0.603
-0.572
-0.317
-0.077
-0.003
0.02
0.053
0.058
0.059
0.054
0.056
0.053
0.068
0.088
0.083
0.086
0.084
0.086
0.087
0.099
0.106
0.1
0.138
0.142
0.117
0.114
0.103
0.093
0.077
0.061
0.045
0.035
0.028
0.021
0.018
0.014
0.01
0.007
0.003
0
-0.003
-0.006
-0.001
0
0
0.005
0.005
0.005
0.005
0.005
0.006
0
-0.01
-0.018
-0.015
-0.013
-0.01
0.016
0.025
0.012
0.009
0
-0.004
0.006
0.007
0.011
0.006
-0.008
-0.005
-0.001
0.001
0.006
0.009
0.008
0.003
0
0.007
0.014
0.022
0.02
-0.006
-0.028
-0.025
-0.009
-0.002
-0.008
-0.011
-0.017
-0.02
-0.02
-0.011
0.065
0.067
-0.201
-0.527
-0.576
-0.4
-0.189
-0.044
-0.005
0.01
0.024
0.026
0.032
0.028
0.032
0.048
0.051
0.049
0.051
0.049
0.051
0.059
0.071
0.062
0.059
0.089
0.095
0.087
0.085
0.079
0.073
0.063
0.055
0.045
0.037
0.035
0.035
0.032
0.029
0.03
0.026
0.023
0.021
0.016
0.018
-0.006
-0.024
-0.008
-0.002
0.001
0.004
0.006
0.011
0.009
0.005
0.005
0.003
-0.001
0.001
-0.006
-0.006
-0.005
-0.004
0
0
0.003
0.005
0.007
-0.008
-0.022
-0.02
-0.017
-0.016
-0.012
0.008
0.008
-0.006
-0.019
-0.017
0.007
-0.001
-0.036
-0.041
-0.04
-0.04
-0.039
-0.041
-0.035
-0.032
-0.022
-0.021
0.038
0.094
-0.129
-0.53
-0.687
-0.524
-0.269
-0.083
-0.044
-0.026
0.008
0.009
0.015
0.018
0.024
0.027
0.034
0.033
0.03
0.03
0.028
0.025
0.023
0.046
0.043
0.066
0.091
0.065
0.076
0.079
0.057
0.045
0.033
0.023
0.013
0.006
-0.001
-0.009
-0.016
-0.021
-0.019
-0.021
-0.019
-0.021
-0.019
-0.017
-0.033
-0.035
-0.029
-0.028
-0.022
-0.02
-0.02
-0.02
-0.02
-0.02
-0.02
-0.022
-0.025
-0.025
-0.025
-0.028
-0.03
-0.034
-0.035
-0.03
-0.03
-0.029
-0.025
-0.025
-0.027
-0.031
-0.029
-0.03
-0.03
-0.025
-0.026
-0.023
-0.021
-0.018
-0.028
-0.034
-0.015
-0.015
-0.015
-0.015
-0.034
-0.041
-0.039
-0.041
-0.039
-0.041
-0.032
-0.027
-0.018
-0.01
0.017
0.096
-0.036
-0.43
-0.704
-0.621
-0.33
-0.103
-0.023
-0.003
0.019
0.026
0.025
0.023
0.02
0.02
0.024
0.036
0.041
0.039
0.043
0.059
0.066
0.071
0.085
0.083
0.1
0.116
0.105
0.099
0.093
0.079
0.057
0.046
0.036
0.039
0.049
0.012
-0.014
-0.001
0.001
-0.001
