AVF
0.01
0.012
0.022
0.021
0.009
-0.02
0.03
0.124
0.109
0.065
0.003
-0.012
0.022
-0.006
-0.005
0.027
0.023
0.022
0.038
0.038
0.032
0.03
0.025
0.032
0.034
0.027
0.013
0.01
0.014
0.032
0.055
0.074
0.107
0.111
0.11
0.151
0.172
0.151
0.136
0.113
0.081
0.073
0.069
0.05
0.036
0.026
0.025
0.048
0.036
0.027
0.038
0.026
0.045
0.049
0.035
0.04
0.029
0.045
0.05
0.037
0.046
0.045
0.033
0.033
0.061
0.054
0.051
0.045
0.025
0.029
0.019
0.036
0.034
0.037
0.028
0.005
0.016
0.005
0.018
0.021
0.02
0.045
0.043
0.004
0.03
0.073
0.052
0.078
0.062
0.054
0.076
0.033
0.022
0.006
-0.016
-0.015
-0.019
-0.015
0.003
0.068
0.127
0.114
0.041
0.03
0.033
0.015
0.021
-0.003
0.012
0.008
-0.013
0.015
0.011
0.011
0.014
-0.011
0.008
0.029
0.01
0.019
0.038
0.049
0.045
0.034
0.051
0.082
0.112
0.098
0.108
0.163
0.148
0.115
0.1
0.081
0.063
0.031
0.023
0.032
0.02
0.038
0.05
0.035
0.015
0.019
0.031
0.024
0.036
0.024
0.032
0.054
0.033
0.027
0.043
0.019
0.01
0.026
0.018
0.009
0.006
0.004
0.006
0.011
-0.005
0.001
0.02
0.013
-0.002
-0.004
-0.003
-0.011
-0.012
-0.017
-0.003
0.013
0.001
-0.007
-0.014
-0.008
0.009
0.005
0.023
0.057
0.057
0.037
0.037
0.034
0.003
-0.019
-0.036
-0.038
-0.04
-0.007
-0.009
-0.022
0.084
0.091
0.031
0.002
-0.033
-0.026
-0.016
-0.023
-0.031
0.007
-0.009
-0.034
0.002
-0.012
-0.021
-0.021
-0.031
-0.03
-0.027
-0.019
-0.013
-0.015
-0.014
0.012
0.016
0.04
0.062
0.058
0.104
0.101
0.104
0.111
0.065
0.048
0.032
0.023
0.008
-0.015
-0.019
-0.027
-0.017
-0.024
-0.028
0.005
-0.012
-0.011
-0.014
-0.027
-0.02
-0.048
-0.031
-0.017
-0.026
-0.034
-0.031
-0.019
-0.042
-0.038
-0.037
-0.035
-0.034
-0.041
-0.031
-0.043
-0.051
-0.057
-0.059
-0.054
-0.037
-0.046
-0.053
-0.045
-0.07
-0.066
-0.066
-0.066
-0.059
-0.061
-0.044
-0.052
-0.027
0.025
0.037
0.026
0.001
0.017
0.013
-0.038
-0.054
-0.057
-0.054
-0.058
-0.065
-0.073
-0.084
0.022
0.069
-0.001
-0.019
-0.044
-0.036
-0.046
-0.06
-0.048
-0.055
-0.052
-0.062
-0.057
-0.049
-0.056
-0.06
-0.052
-0.038
-0.039
-0.053
-0.052
-0.045
-0.048
-0.04
-0.023
-0.012
0.011
0.044
0.056
0.068
0.08
0.083
0.079
0.02
-0.012
-0.019
-0.045
-0.048
-0.055
-0.048
-0.054
-0.057
-0.047
-0.041
-0.033
-0.029
-0.025
-0.034
-0.035
-0.03
-0.034
-0.049
-0.05
-0.045
-0.046
-0.035
-0.059
-0.059
-0.046
-0.047
-0.043
-0.063
-0.05
-0.048
-0.061
-0.054
-0.062
-0.073
-0.063
-0.042
-0.051
-0.044
-0.035
-0.069
-0.071
-0.068
-0.072
-0.053
-0.065
-0.069
-0.049
-0.049
-0.038
-0.031
-0.026
0.01
0.009
-0.015
-0.023
-0.056
-0.083
-0.078
-0.074
-0.075
-0.054
-0.053
-0.013
0.065
0.029
-0.017
-0.031
-0.058
-0.049
-0.045
-0.043
-0.039
-0.041
-0.037
-0.038
-0.033
-0.039
-0.054
-0.049
-0.052
-0.058
-0.055
-0.049
-0.046
-0.038
-0.043
-0.03
0.025
0.016
0.013
0.033
0.044
0.061
0.055
0.041
0.01
-0.001
-0.008
-0.023
-0.04
-0.05
-0.047
-0.053
-0.05
-0.049
-0.047
-0.049
-0.045
-0.034
-0.048
-0.059
-0.048
-0.037
-0.05
-0.048
-0.043
-0.027
-0.017
-0.066
-0.07
-0.063
-0.065
-0.059
-0.077
-0.059
-0.041
-0.063
-0.066
-0.052
-0.063
-0.062
-0.066
-0.071
-0.061
-0.062
-0.066
-0.075
-0.068
-0.063
-0.057
-0.047
-0.028
-0.012
0.001
0.032
0.014
-0.001
0.029
0.015
-0.026
-0.04
-0.046
-0.042
-0.039
-0.048
-0.068
-0.03
0.07
0.051
0.056
0.087
-0.019
-0.035
-0.005
-0.023
-0.019
-0.022
-0.024
-0.036
-0.034
-0.029
-0.024
-0.013
-0.031
-0.042
-0.043
-0.051
-0.035
-0.017
-0.016
-0.008
0.031
0.029
0.033
0.08
0.078
0.112
0.126
0.089
0.07
0.04
0.03
0.003
-0.016
-0.031
-0.032
-0.014
-0.016
-0.001
-0.017
-0.033
-0.037
-0.031
-0.034
-0.017
0.003
-0.022
0.002
-0.016
-0.029
-0.001
-0.007
-0.004
-0.02
-0.014
-0.026
-0.044
-0.019
-0.018
-0.029
-0.044
-0.034
-0.022
-0.037
-0.031
-0.027
-0.024
-0.02
-0.026
-0.015
-0.008
0.009
0.021
0.031
0.047
0.052
0.063
0.049
0.035
0.032
-0.001
-0.039
-0.039
-0.047
-0.065
-0.052
-0.051
-0.042
0.06
0.141
0.088
0.007
-0.04
-0.049
-0.053
-0.052
-0.038
-0.047
-0.043
-0.041
-0.041
-0.032
-0.056
-0.057
-0.041
-0.042
-0.047
-0.04
-0.032
-0.042
-0.036
-0.031
0.002
0.034
0.052
0.072
0.078
0.116
0.119
0.107
0.096
0.06
0.03
0.009
0.013
-0.013
-0.034
-0.018
-0.011
-0.01
-0.02
-0.023
-0.023
-0.02
-0.01
-0.024
-0.029
-0.008
-0.006
-0.022
-0.02
-0.011
-0.013
-0.022
-0.022
-0.016
-0.035
-0.034
-0.031
-0.05
-0.045
-0.042
-0.054
-0.058
-0.051
-0.049
-0.057
-0.055
-0.056
-0.059
-0.053
-0.04
-0.05
-0.064
-0.055
-0.048
-0.054
-0.061
-0.056
-0.05
-0.027
0.006
0.021
-0.005
-0.011
0.012
-0.024
-0.038
-0.049
-0.075
-0.06
-0.066
-0.077
-0.081
0.008
0.109
0.06
-0.034
-0.1
-0.085
-0.051
-0.047
-0.052
-0.079
-0.077
-0.069
-0.06
-0.057
-0.067
-0.06
-0.056
-0.06
-0.081
-0.069
-0.05
-0.055
-0.05
-0.044
-0.028
-0.011
0.041
0.065
0.063
0.1
0.103
0.09
0.055
0.035
0.017
-0.031
-0.025
-0.023
-0.035
-0.038
-0.042
