avl
-254.6892071
-253.6891613
-254.1909535
-254.6893644
-255.6892118
-254.6909881
-253.1895366
-255.1902614
-253.6891556
-254.6891327
-255.1895216
-254.1890821
-254.6890283
-257.1894557
-256.1887069
-255.6889367
-257.1887455
-258.1854796
-257.1854537
-257.1855419
-257.1849685
-257.6841688
-258.1867423
-258.6868596
-258.6874456
-257.6868691
-257.1887174
-258.1867714
-258.1887028
-257.1875982
-257.1886427
-256.687829
-257.1890235
-257.6888676
-258.6890075
-257.1888821
-258.1890712
-258.6891041
-257.1890996
-257.189126
-256.6890941
-257.6891251
-256.1891093
-256.6891248
-257.689024
-256.1891153
-256.1890657
-256.6890137
-256.6891112
-256.6891036
-256.6891055
-264.1890378
-278.6889734
-288.584887
-268.5723374
-251.1338935
-256.6099339
-257.689126
-258.688787
-259.1891351
-260.1887803
-260.6891356
-261.1891356
-261.1891356
-261.6891356
-262.1891358
-263.1891358
-263.6891358
-264.1891356
-265.189136
-263.6891336
-265.6891224
-265.1871786
-265.6461673
-267.5748389
-268.0745866
-269.0953255
-271.0912709
-271.6304579
-272.1756291
-273.1676371
-270.6810265
-268.6808319
-266.6760554
-263.6391177
-261.1509905
-257.1538329
-255.5779281
-255.1585915
-254.2150807
-253.689682
-253.7045617
-254.2157404
-254.2052338
-254.2120605
-254.6893249
-255.1899536
-255.6966558
-255.6956983
-255.69522
-256.1972673
-255.6936505
-256.1950521
-256.1891706
-256.18887
-255.6899889
-255.1902041
-254.6891265
-255.1887531
-254.6878848
-253.6823649
-253.1851468
-253.6856351
-254.1889179
-253.1867347
-253.689167
-253.6891773
-253.1892066
-252.1892662
-252.1891301
-253.1891289
-252.1891408
-252.6891561
-254.1891408
-254.6891317
-255.1888371
-255.6886315
-255.1890483
-256.1890812
-256.6886196
-256.6883907
-257.1889448
-256.1887655
-255.6883802
-254.6880994
-253.6869113
-254.1832767
-255.686594
-256.1848893
-257.1884975
-256.6888855
-257.1890459
-256.1891284
-267.6891294
-281.6375031
-285.0735016
-256.5992582
-236.688518
-244.1685886
-252.6958618
-255.687634
-257.1890583
-257.6891353
-258.1891356
-258.6891356
-260.2031674
-260.6891356
-260.6943936
-260.1891358
-259.1891356
-259.6892092
-261.1895099
-262.189611
-261.6838255
-261.6883867
-262.1462064
-262.5781946
-266.5723102
-265.1201429
-266.5744243
-268.1452689
-267.6644812
-268.1891236
-269.682934
-269.1880372
-269.1789904
-270.1891201
-268.1888165
-266.6889434
-264.6888354
-263.1748605
-260.1424637
-258.1840677
-257.1529686
-255.686444
-253.7085381
-253.1994491
-252.6999254
-254.1944242
-252.6941822
-253.2110827
-253.6893065
-254.1896451
-254.193846
-255.1941223
-256.1918781
-255.6912565
-256.1917286
-255.6948662
-256.1910443
-255.6895413
-255.6894202
-256.188009
-255.6888781
-257.1849432
-256.6867757
-255.6880672
-255.179949
-255.6870112
-256.1888566
-255.6877594
-256.6888914
-257.6877236
-257.6889968
-256.6890504
-255.6891413
-256.6890645
-256.6891215
-256.1889796
-255.6890917
-255.6890917
-255.6891203
-256.6890485
-256.6890688
-257.1890311
-256.6889675
-256.1890903
-255.1890857
-255.6890509
-265.1891093
-277.687552
-288.0913026
-268.5732517
-238.1583285
-235.188828
-256.2068515
-257.689115
-259.1593134
-260.189136
-261.689136
-262.2106938
-263.1892488
-263.1891749
-264.6941583
-265.7198238
-265.6891356
-266.2190566
-266.689136
-267.2199979
-267.1371903
-267.6859512
-267.1535003
-267.0850933
-267.5721366
-268.0996847
-268.6067951
-269.0941789
-270.1566989
-271.1763563
-271.1662931
-271.688153
-271.6866879
-270.6890256
-268.6879368
-263.6923828
-260.187705
-257.6871867
-255.1793833
-253.1725254
-250.7073331
-249.6895728
-249.220324
-249.2204077
-248.7202797
-249.219584
-250.2177393
-251.2168486
-251.2199085
-251.7158246
-251.7168245
-252.7159524
-253.2076874
-253.2088146
-253.7070765
-253.2024775
-253.6983805
-254.1955578
-255.1932683
-254.6745059
-254.1863523
-254.1689837
-254.6702201
-255.1808867
-256.1702096
-256.170656
-255.1793733
-257.6884184
-259.1870165
-257.6880319
-257.1894455
-258.1892781
-256.1893272
-255.6892323
-254.6890578
-254.6890728
-255.6891246
-256.6891987
-254.6891332
-254.6891634
-255.1891146
-258.6891587
-266.6888766
-289.1480384
-268.5723574
-239.1882429
-238.6879065
